Response_ID,Respondent_ID,Consume_frequency_index,Consume_time_index,Consume_reason_index,Heard_before_index,Brand_perception_index,General_perception_index,Tried_before_index,Taste_experience,Reasons_preventing_trying_index,Current_brands_index,Reasons_for_choosing_brands_index,Improvements_desired_index,Ingredients_expected_index,Health_concerns_index,Interest_in_natural_or_organic,Marketing_channels_index,Packaging_preference=index,Limited_edition_packaging_index,Price_range_index,Purchase_location_index,Typical_consumption_situations_index,,,,,
105152,122182,5,1,3,2,1,2,2,3,3,1,2,1,2,2,1,3,2,1,1,3,3,,,,,
105153,122183,1,3,4,2,1,1,1,1,5,5,3,4,2,1,2,3,2,3,4,5,2,,,,,
105154,122184,1,4,5,2,2,2,1,5,3,2,3,4,3,2,2,3,5,3,1,2,1,,,,,
105155,122185,3,4,3,2,1,1,1,2,4,5,4,1,4,1,2,3,5,1,1,5,2,,,,,
105156,122186,3,2,2,2,1,1,2,4,5,4,3,5,3,1,2,5,1,3,2,4,1,,,,,
105157,122187,4,3,5,1,1,3,1,1,4,2,1,2,3,2,1,4,1,1,3,1,1,,,,,
105158,122188,5,1,1,2,1,1,1,3,3,5,5,2,2,2,1,4,5,3,1,4,2,,,,,
105159,122189,1,2,1,2,3,1,2,3,3,2,5,1,2,1,1,3,2,1,1,4,2,,,,,
105160,122190,1,1,1,2,1,1,1,1,5,2,3,2,3,1,1,3,2,2,1,2,2,,,,,
105161,122191,2,4,1,1,3,4,2,3,2,5,5,1,2,2,2,5,1,3,2,4,2,,,,,
105162,122192,3,4,5,1,1,2,1,5,2,1,3,4,2,1,1,3,1,3,3,1,1,,,,,
105163,122193,5,3,2,1,1,1,1,2,2,3,1,5,3,2,2,3,4,1,1,1,2,,,,,
105164,122194,5,1,3,1,3,3,2,4,4,5,3,2,2,1,1,1,2,1,1,1,1,,,,,
105165,122195,1,4,5,1,1,1,1,5,4,6,2,2,2,2,2,3,2,1,4,1,2,,,,,
105166,122196,3,4,1,1,1,2,1,5,3,4,3,3,3,1,2,4,1,3,3,1,2,,,,,
105167,122197,1,3,2,2,1,3,2,2,1,7,3,1,1,2,2,3,4,1,1,1,2,,,,,
105168,122198,4,1,2,2,3,2,1,4,5,4,4,2,2,1,2,2,1,2,1,3,2,,,,,
105169,122199,1,1,1,2,1,2,1,2,4,1,4,4,2,1,1,5,1,3,2,1,1,,,,,
105170,122200,2,4,3,2,3,3,2,5,5,5,3,5,2,2,1,1,2,3,1,1,4,,,,,
105171,122201,1,2,2,2,1,3,1,3,3,3,4,4,2,1,1,3,5,3,2,1,2,,,,,
105172,122202,1,2,4,2,1,4,2,4,3,3,5,2,4,1,1,3,4,3,4,1,5,,,,,
105173,122203,1,1,2,2,2,3,2,2,3,4,3,2,2,1,1,1,1,3,1,3,3,,,,,
105174,122204,1,3,4,1,2,3,1,3,1,4,2,1,3,2,1,3,3,1,3,3,1,,,,,
105175,122205,2,1,3,2,1,2,2,5,4,1,3,1,2,1,1,1,1,3,1,1,2,,,,,
105176,122206,1,4,2,2,1,3,1,3,1,4,1,4,2,1,2,3,4,1,1,1,2,,,,,
105177,122207,1,1,4,1,1,1,1,4,3,4,5,1,2,1,1,1,2,3,1,2,1,,,,,
105178,122208,1,1,5,1,3,4,1,3,3,7,2,1,4,1,1,3,4,3,2,3,1,,,,,
105179,122209,4,3,4,2,1,3,1,2,2,3,1,3,1,1,2,5,1,2,1,1,3,,,,,
105180,122210,5,3,1,2,1,3,2,1,5,2,3,5,2,1,2,3,1,3,1,2,2,,,,,
105181,122211,5,1,4,2,3,1,1,1,3,3,5,5,3,1,2,1,1,3,2,1,1,,,,,
105182,122212,1,1,4,1,1,3,1,3,5,5,1,4,2,2,2,4,5,1,1,1,3,,,,,
105183,122213,1,2,2,2,1,1,1,1,2,6,5,3,2,1,2,3,1,1,2,2,2,,,,,
105184,122214,2,1,1,2,2,3,1,2,5,1,1,2,2,2,1,4,2,3,1,1,2,,,,,
105185,122215,1,1,1,2,3,3,1,4,5,5,1,4,2,1,2,3,1,3,1,1,3,,,,,
105186,122216,5,2,1,2,2,4,2,3,1,3,3,2,2,1,1,1,2,3,4,1,2,,,,,
105187,122217,4,1,3,1,1,3,2,4,1,7,5,4,2,1,1,5,1,1,2,2,1,,,,,
105188,122218,2,1,5,1,3,2,2,3,3,5,2,2,1,1,2,3,2,2,2,3,3,,,,,
105189,122219,2,3,4,2,1,4,1,4,3,5,3,3,2,1,2,3,2,1,3,3,1,,,,,
105190,122220,3,1,1,2,3,4,1,3,2,2,3,1,1,2,1,1,1,2,1,3,1,,,,,
105191,122221,1,1,1,2,1,2,1,3,3,5,1,1,4,1,2,2,1,2,3,2,2,,,,,
105192,122222,1,2,3,1,1,2,2,2,3,5,1,3,3,1,2,2,2,1,1,1,2,,,,,
105193,122223,2,1,4,1,2,3,2,4,2,2,1,4,4,2,2,2,1,2,1,1,1,,,,,
105194,122224,2,3,5,2,1,2,1,5,5,4,3,2,2,1,2,5,4,1,3,2,1,,,,,
105195,122225,3,4,1,2,1,2,1,3,3,3,4,2,2,2,1,2,1,3,2,1,2,,,,,
105196,122226,5,1,1,2,2,1,2,4,1,4,3,5,1,1,2,3,1,2,1,1,1,,,,,
105197,122227,4,1,2,2,2,2,1,2,3,7,4,4,4,1,2,3,1,3,1,2,2,,,,,
105198,122228,5,4,4,2,3,3,1,1,2,5,3,1,2,2,1,3,1,3,1,1,3,,,,,
105199,122229,1,1,1,1,2,4,1,3,1,5,1,2,2,1,2,1,2,3,2,1,1,,,,,
105200,122230,2,1,3,2,1,1,2,3,1,2,5,4,4,2,1,2,2,1,3,5,5,,,,,
105201,122231,4,2,3,2,2,1,2,1,3,2,1,1,2,2,1,3,2,3,2,1,2,,,,,
105202,122232,1,1,1,1,1,1,2,3,2,6,3,5,4,1,1,3,1,3,1,1,1,,,,,
105203,122233,4,1,1,2,1,1,1,3,4,3,3,1,1,2,1,3,5,3,1,2,2,,,,,
105204,122234,5,3,3,2,1,3,2,4,2,6,5,1,2,2,2,1,1,3,2,2,2,,,,,
105205,122235,5,1,1,2,1,3,1,4,3,6,5,2,4,1,2,3,2,2,2,2,2,,,,,
105206,122236,4,3,5,2,2,4,1,4,2,4,1,5,3,2,1,3,2,1,1,2,4,,,,,
105207,122237,5,3,1,2,1,1,2,5,5,4,3,5,3,2,1,2,1,2,1,2,1,,,,,
105208,122238,1,4,5,1,1,2,1,3,5,4,4,3,2,2,2,1,5,1,1,3,1,,,,,
105209,122239,1,3,3,1,2,3,2,3,3,5,5,2,4,2,1,1,1,1,4,1,2,,,,,
105210,122240,3,4,1,2,2,4,2,2,2,5,3,4,3,2,1,3,1,2,4,2,1,,,,,
105211,122241,1,2,1,2,1,2,2,3,5,6,3,2,4,1,1,3,2,1,2,1,3,,,,,
105212,122242,1,4,5,2,1,1,2,2,4,2,1,2,1,1,1,4,1,3,1,5,2,,,,,
105213,122243,2,1,1,1,1,2,2,5,1,4,3,3,2,1,1,1,5,3,2,1,3,,,,,
105214,122244,1,1,1,1,1,1,1,3,2,5,2,4,2,1,2,2,1,2,2,1,3,,,,,
105215,122245,1,1,3,2,1,4,2,2,1,4,5,4,2,1,2,1,2,1,1,5,2,,,,,
105216,122246,4,3,1,2,1,2,2,3,2,5,2,2,2,1,1,1,4,1,1,2,1,,,,,
105217,122247,1,4,2,2,1,1,2,2,5,2,5,1,2,1,2,1,2,3,1,1,1,,,,,
105218,122248,1,3,4,2,1,4,2,1,3,4,1,2,3,2,2,5,5,3,2,1,2,,,,,
105219,122249,3,3,1,2,1,3,2,4,2,4,4,3,1,2,2,3,2,3,1,4,4,,,,,
105220,122250,1,3,5,1,2,3,1,4,3,1,5,5,3,2,1,1,1,3,3,1,1,,,,,
105221,122251,3,1,1,2,3,2,2,3,5,3,4,1,2,2,2,1,1,3,1,1,2,,,,,
105222,122252,1,4,1,2,1,1,2,5,2,3,5,1,4,1,1,2,1,1,1,3,2,,,,,
105223,122253,4,1,1,2,1,4,2,3,1,3,5,2,2,1,2,3,1,3,1,3,2,,,,,
105224,122254,5,3,3,1,2,1,1,5,3,5,4,4,4,1,1,1,2,1,1,3,1,,,,,
105225,122255,2,4,1,1,2,4,1,4,3,3,1,2,2,1,2,3,3,1,2,3,1,,,,,
105226,122256,4,2,3,1,1,4,1,2,3,4,3,2,1,2,1,3,2,1,1,1,1,,,,,
105227,122257,1,3,1,2,1,4,1,5,4,3,3,3,4,1,1,2,4,2,3,1,3,,,,,
105228,122258,5,4,3,1,3,4,1,3,3,4,3,4,1,1,2,3,3,1,1,1,1,,,,,
105229,122259,5,4,1,2,1,3,1,5,2,2,3,4,4,1,2,2,4,3,4,2,3,,,,,
105230,122260,3,1,1,2,1,1,1,1,3,4,2,1,2,1,1,1,1,3,2,1,4,,,,,
105231,122261,3,2,1,2,2,3,2,4,5,1,1,4,2,1,2,3,3,2,4,1,3,,,,,
105232,122262,1,2,3,1,3,1,2,4,5,6,4,1,4,2,2,3,3,3,1,1,2,,,,,
105233,122263,1,3,1,2,3,1,1,4,2,3,5,5,1,1,1,3,2,3,3,1,4,,,,,
105234,122264,3,4,1,1,1,2,1,3,3,2,4,2,2,1,1,5,1,3,3,5,3,,,,,
105235,122265,1,3,1,2,1,1,2,5,5,4,5,1,2,1,2,3,1,1,2,1,2,,,,,
105236,122266,3,1,1,1,2,3,2,3,5,5,5,1,3,2,2,3,2,3,1,1,2,,,,,
105237,122267,1,1,2,1,1,1,1,3,4,2,4,4,2,2,1,2,4,3,1,1,4,,,,,
105238,122268,4,3,1,1,3,2,1,1,1,2,1,1,3,2,2,3,1,3,2,3,2,,,,,
105239,122269,3,1,1,2,1,4,1,3,5,1,1,4,3,1,1,3,5,3,1,1,1,,,,,
105240,122270,2,1,1,1,3,2,2,2,1,2,5,4,1,1,1,1,1,3,1,1,1,,,,,
105241,122271,1,3,1,2,2,3,1,3,3,2,3,5,4,2,1,1,2,2,1,1,2,,,,,
105242,122272,4,3,2,1,3,2,1,3,3,5,5,5,2,1,1,2,1,1,1,1,1,,,,,
105243,122273,4,4,3,1,1,4,2,3,5,4,3,1,2,1,1,1,1,2,1,1,1,,,,,
105244,122274,4,2,1,1,3,1,2,4,1,5,1,1,4,1,2,3,2,1,1,1,1,,,,,
105245,122275,1,2,1,1,1,2,2,4,5,5,5,5,3,2,2,1,1,3,3,1,3,,,,,
105246,122276,1,2,1,1,2,4,1,3,1,2,2,2,3,1,2,1,5,3,2,3,2,,,,,
105247,122277,2,2,4,1,2,2,2,4,3,5,4,1,2,1,1,5,4,3,3,1,2,,,,,
105248,122278,4,1,1,1,1,2,2,3,2,4,2,4,1,1,2,1,2,1,1,1,1,,,,,
105249,122279,1,1,3,1,1,4,2,3,3,2,4,1,1,1,2,3,2,3,1,1,2,,,,,
105250,122280,1,3,2,2,3,2,2,3,1,5,5,5,3,2,2,3,1,3,1,4,2,,,,,
105251,122281,1,1,3,1,1,4,2,3,3,5,3,4,3,2,2,3,1,1,3,3,1,,,,,
105252,122282,2,1,2,2,1,2,1,4,3,4,4,4,4,1,1,3,1,2,2,1,5,,,,,
105253,122283,1,1,1,2,1,1,1,1,5,6,5,4,1,1,1,5,1,2,2,1,2,,,,,
105254,122284,3,4,1,1,2,3,1,5,2,7,4,2,4,1,1,3,2,1,3,1,2,,,,,
105255,122285,1,3,5,2,1,1,1,3,3,4,1,4,4,2,1,3,1,1,1,1,2,,,,,
105256,122286,5,1,1,2,2,4,1,5,4,1,5,4,4,1,2,1,1,1,1,1,1,,,,,
105257,122287,1,4,1,2,1,2,2,1,1,1,3,2,2,1,1,5,1,2,2,1,1,,,,,
105258,122288,1,1,4,2,1,1,2,4,3,5,3,5,3,2,1,3,2,3,3,2,5,,,,,
105259,122289,1,1,1,1,3,1,2,5,1,4,4,5,2,1,1,3,2,1,4,3,2,,,,,
105260,122290,2,2,3,2,3,1,2,4,3,2,2,2,1,2,1,1,1,3,3,1,2,,,,,
105261,122291,2,1,2,2,3,4,2,4,3,4,3,1,1,2,1,3,3,3,2,3,2,,,,,
105262,122292,2,1,4,2,2,2,2,2,5,2,3,2,4,2,1,1,2,1,3,1,1,,,,,
105263,122293,3,1,5,2,2,2,2,3,2,5,2,2,2,1,2,3,5,1,2,4,3,,,,,
105264,122294,1,1,3,2,3,3,2,3,1,3,5,1,1,2,1,3,1,2,1,1,1,,,,,
105265,122295,3,1,1,2,1,3,2,4,4,3,1,1,4,1,2,5,1,1,2,1,1,,,,,
105266,122296,2,3,4,2,1,1,2,3,5,4,1,5,4,1,1,3,5,3,4,2,2,,,,,
105267,122297,5,1,3,1,1,4,1,2,1,4,5,2,2,2,2,5,2,1,2,1,3,,,,,
105268,122298,5,1,3,2,3,2,1,3,2,1,5,3,1,1,1,3,2,1,1,4,2,,,,,
105269,122299,3,1,4,1,3,3,1,5,2,2,3,1,2,1,2,3,4,1,1,2,2,,,,,
105270,122300,3,3,3,1,3,3,2,3,1,5,3,2,2,2,1,1,4,2,3,1,1,,,,,
105271,122301,1,2,3,2,3,3,2,4,5,2,5,4,3,2,1,1,5,1,2,2,2,,,,,
105272,122302,2,1,1,2,2,1,2,3,5,1,2,3,3,1,1,3,1,3,1,1,1,,,,,
105273,122303,1,4,5,1,1,3,1,2,5,5,3,5,4,2,1,1,2,1,1,1,1,,,,,
105274,122304,1,3,2,2,2,3,1,5,4,3,3,4,2,2,2,3,1,2,2,2,2,,,,,
105275,122305,1,1,1,1,1,3,2,2,2,5,5,2,4,1,2,1,2,2,1,1,3,,,,,
105276,122306,2,4,1,1,1,4,2,3,2,1,1,2,4,2,2,3,5,1,2,5,1,,,,,
105277,122307,2,1,1,2,1,4,2,3,1,2,1,1,3,1,1,3,3,3,4,1,5,,,,,
105278,122308,2,2,1,1,2,2,2,1,1,4,5,4,4,1,1,1,1,3,2,1,2,,,,,
105279,122309,1,3,4,2,2,1,1,4,3,2,3,3,1,1,2,3,1,1,1,1,2,,,,,
105280,122310,3,4,3,2,1,1,1,4,4,1,5,1,2,1,1,5,2,1,2,1,1,,,,,
105281,122311,3,2,1,1,1,4,1,3,1,4,1,1,2,1,2,5,2,1,1,5,2,,,,,
105282,122312,3,4,1,1,3,1,2,4,3,6,5,4,1,2,2,5,2,1,3,1,2,,,,,
105283,122313,1,1,1,2,3,2,1,2,3,2,4,1,3,1,1,3,1,3,2,2,2,,,,,
105284,122314,4,2,3,2,2,1,1,1,4,2,1,5,4,1,2,3,2,2,2,2,2,,,,,
105285,122315,5,4,1,2,3,1,1,1,1,5,5,4,2,2,2,3,2,3,1,1,1,,,,,
105286,122316,5,1,3,1,1,1,2,4,5,6,5,5,4,1,1,2,2,2,1,1,4,,,,,
105287,122317,5,4,2,1,1,2,1,5,4,4,5,1,1,1,1,3,2,1,4,2,1,,,,,
105288,122318,3,3,1,1,1,3,2,4,2,4,3,4,4,1,2,5,2,3,1,5,1,,,,,
105289,122319,1,3,3,2,3,2,1,2,1,1,1,4,3,1,2,1,5,3,2,2,1,,,,,
105290,122320,1,1,2,2,1,1,2,1,1,7,5,2,2,1,1,1,5,3,2,5,3,,,,,
105291,122321,1,2,1,1,1,1,2,4,4,2,1,3,3,2,2,1,4,1,3,2,2,,,,,
105292,122322,3,1,1,2,1,4,2,5,2,4,1,1,2,2,2,1,2,3,2,4,4,,,,,
105293,122323,1,4,5,1,1,2,1,3,4,6,4,1,1,2,1,4,1,1,1,2,2,,,,,
105294,122324,1,1,3,1,1,1,2,1,3,4,2,1,2,1,1,3,2,1,1,1,1,,,,,
105295,122325,5,4,2,1,1,2,1,3,2,4,2,4,2,2,2,3,2,1,1,3,3,,,,,
105296,122326,1,3,1,2,1,1,1,2,4,4,1,3,3,2,2,4,5,1,4,1,2,,,,,
105297,122327,3,2,2,1,2,2,2,4,4,3,3,5,2,1,2,1,5,3,1,5,2,,,,,
105298,122328,2,1,2,1,1,3,2,5,3,3,3,4,2,2,1,5,2,3,1,3,3,,,,,
105299,122329,4,1,1,2,1,1,2,3,2,4,2,2,4,1,1,4,1,2,2,1,2,,,,,
105300,122330,1,1,1,2,2,3,2,4,5,6,4,2,3,2,2,3,2,1,4,2,1,,,,,
105301,122331,5,4,1,2,2,3,2,1,3,5,4,2,2,1,2,1,5,3,1,1,2,,,,,
105302,122332,3,1,1,1,3,1,2,4,1,4,1,1,2,1,1,3,1,1,1,3,2,,,,,
105303,122333,4,4,1,2,2,2,2,4,4,1,3,4,3,1,1,3,4,2,1,1,2,,,,,
105304,122334,5,4,1,2,1,3,1,3,3,1,3,2,1,2,2,3,5,3,1,3,5,,,,,
105305,122335,2,4,5,1,3,1,1,4,3,4,4,2,4,2,2,4,1,2,1,3,1,,,,,
105306,122336,4,3,3,2,1,1,1,3,3,4,3,2,2,1,2,3,5,3,4,1,3,,,,,
105307,122337,4,2,3,2,3,4,2,4,3,2,1,2,4,1,2,1,2,1,2,1,2,,,,,
105308,122338,4,2,2,1,3,3,2,2,3,6,4,1,3,2,2,3,5,2,1,2,2,,,,,
105309,122339,3,4,1,2,1,3,1,5,4,5,3,1,2,2,2,5,2,3,2,1,4,,,,,
105310,122340,1,4,2,1,3,3,1,4,4,4,5,3,4,1,2,2,2,1,4,3,5,,,,,
105311,122341,2,1,3,1,3,2,2,4,2,7,4,1,4,1,1,4,3,1,1,2,3,,,,,
105312,122342,1,2,1,1,1,1,2,4,1,4,1,4,1,2,1,4,2,1,1,1,3,,,,,
105313,122343,3,4,3,2,1,3,2,4,5,5,3,4,3,1,1,1,2,3,4,5,2,,,,,
105314,122344,4,2,5,2,2,4,1,5,5,3,1,1,2,2,1,4,1,1,2,2,2,,,,,
105315,122345,4,2,1,1,1,1,1,1,3,5,3,1,3,1,2,1,5,3,2,3,2,,,,,
105316,122346,5,3,2,2,2,3,2,1,1,2,5,1,2,2,1,5,1,2,3,3,1,,,,,
105317,122347,1,4,1,1,1,4,2,1,5,4,5,2,1,1,2,3,2,2,1,1,1,,,,,
105318,122348,1,3,3,2,2,2,2,2,5,4,3,2,3,1,1,2,2,1,2,2,2,,,,,
105319,122349,1,2,1,1,2,1,1,3,4,1,1,2,3,2,1,3,1,3,3,2,2,,,,,
105320,122350,1,2,3,2,3,3,2,4,2,1,4,1,2,2,1,3,1,3,1,2,2,,,,,
105321,122351,5,2,3,2,1,4,2,5,3,2,2,4,1,2,1,3,1,1,1,3,2,,,,,
105322,122352,1,1,3,2,3,2,2,4,1,4,3,5,4,1,1,3,2,2,1,2,2,,,,,
105323,122353,3,1,2,1,3,4,1,2,3,4,3,2,2,2,2,3,2,1,2,4,2,,,,,
105324,122354,5,2,5,2,1,1,1,3,4,1,4,5,4,2,1,1,5,3,1,1,2,,,,,
105325,122355,5,4,1,2,1,4,2,5,3,4,1,2,2,2,1,3,2,2,2,1,2,,,,,
105326,122356,3,2,3,1,1,3,2,4,5,2,3,4,2,2,1,3,2,1,2,1,1,,,,,
105327,122357,2,4,3,2,1,4,1,4,1,5,2,2,2,2,1,4,1,2,2,5,2,,,,,
105328,122358,1,3,2,2,3,4,2,3,2,4,3,1,1,1,2,1,2,2,2,2,5,,,,,
105329,122359,2,3,1,2,1,2,2,4,3,1,1,2,3,1,1,1,4,1,4,4,1,,,,,
105330,122360,1,3,3,2,2,3,2,3,1,5,1,2,3,1,1,2,4,1,2,1,2,,,,,
105331,122361,1,4,1,2,2,1,1,5,5,4,5,2,1,1,1,3,1,3,1,1,2,,,,,
105332,122362,2,1,3,1,2,2,1,5,3,6,1,4,2,2,1,5,2,1,2,1,1,,,,,
105333,122363,1,4,3,1,1,3,1,4,2,4,1,2,1,2,1,4,5,1,1,2,1,,,,,
105334,122364,1,1,1,1,2,3,1,4,3,5,3,4,3,1,1,3,2,1,1,1,3,,,,,
105335,122365,3,1,1,1,1,3,1,5,4,3,2,2,3,1,1,4,1,3,4,2,3,,,,,
105336,122366,2,2,2,2,2,4,1,4,2,5,3,1,3,2,2,2,1,3,4,1,2,,,,,
105337,122367,4,3,3,2,1,4,1,3,2,2,5,3,3,1,1,3,5,1,4,5,3,,,,,
105338,122368,5,1,1,2,3,3,1,5,2,5,4,2,2,2,2,2,1,3,1,2,3,,,,,
105339,122369,1,1,2,2,1,3,1,3,1,5,3,5,2,1,1,4,1,1,4,2,1,,,,,
105340,122370,3,1,1,2,1,3,2,2,4,2,1,2,2,2,1,3,2,3,1,2,5,,,,,
105341,122371,1,3,1,2,3,3,2,4,1,2,3,5,3,2,2,5,1,1,1,2,4,,,,,
105342,122372,1,3,2,2,1,4,1,3,5,1,4,4,3,2,2,3,1,1,1,1,5,,,,,
105343,122373,1,1,5,2,1,2,2,4,2,4,1,1,4,1,2,1,1,1,2,2,2,,,,,
105344,122374,5,3,3,1,1,4,1,4,3,4,3,1,3,2,1,1,2,3,1,1,2,,,,,
105345,122375,3,4,1,1,1,3,2,3,5,5,3,3,2,2,2,3,1,2,2,1,1,,,,,
105346,122376,2,4,2,2,1,2,2,3,3,1,5,5,4,1,2,2,1,3,1,1,3,,,,,
105347,122377,1,1,4,2,1,1,1,4,3,4,2,2,4,1,2,5,2,2,2,1,2,,,,,
105348,122378,1,4,2,1,3,1,2,5,4,5,5,2,2,1,2,1,1,1,2,1,3,,,,,
105349,122379,2,1,1,2,1,4,1,4,2,7,2,4,2,1,2,1,2,1,2,1,2,,,,,
105350,122380,5,2,5,2,1,3,1,3,1,2,3,3,3,1,1,5,5,3,2,5,2,,,,,
105351,122381,1,3,2,2,3,1,1,3,3,5,5,1,4,1,1,1,5,1,4,2,2,,,,,
105352,122382,1,4,5,1,3,1,2,3,1,2,4,5,2,1,1,3,2,1,1,2,1,,,,,
105353,122383,2,4,4,1,1,3,1,5,3,4,2,2,1,1,2,2,1,3,2,1,2,,,,,
105354,122384,1,3,5,2,2,4,1,1,4,3,2,1,2,1,2,3,2,3,2,1,1,,,,,
105355,122385,1,1,1,1,2,2,1,5,2,2,1,1,1,2,2,4,3,2,3,4,2,,,,,
105356,122386,1,4,3,1,3,4,1,5,5,3,4,2,2,1,2,2,1,1,3,1,2,,,,,
105357,122387,1,4,4,1,1,3,1,1,2,4,3,1,1,1,1,1,1,3,2,3,2,,,,,
105358,122388,3,3,4,2,1,4,1,5,3,2,3,4,1,1,1,5,2,3,4,3,1,,,,,
105359,122389,1,1,4,2,1,2,1,4,5,2,1,2,3,1,1,5,1,3,2,1,2,,,,,
105360,122390,3,1,3,2,3,3,1,5,4,5,3,4,1,2,1,1,5,1,1,2,1,,,,,
105361,122391,1,4,4,1,2,1,2,1,3,4,3,1,2,1,1,1,5,3,4,1,2,,,,,
105362,122392,1,4,4,2,3,2,2,5,1,2,2,4,2,1,1,4,2,2,1,2,1,,,,,
105363,122393,1,1,2,1,1,4,2,3,5,6,5,1,3,2,2,5,5,1,3,1,2,,,,,
105364,122394,3,4,2,1,3,1,2,1,4,2,3,4,4,2,2,1,5,3,2,1,3,,,,,
105365,122395,4,1,4,1,1,2,1,5,3,4,5,1,3,1,1,4,2,3,3,1,2,,,,,
105366,122396,3,1,3,2,2,1,1,5,3,7,5,1,3,1,2,3,2,3,1,3,3,,,,,
105367,122397,3,4,3,2,1,1,2,4,3,2,3,3,4,1,1,2,4,1,2,2,1,,,,,
105368,122398,3,3,4,2,1,3,2,2,2,1,3,5,2,2,2,1,2,3,1,2,2,,,,,
105369,122399,2,4,2,2,2,4,2,5,4,4,3,4,1,1,2,1,2,1,4,5,1,,,,,
105370,122400,1,1,1,2,1,3,1,3,5,4,1,5,2,1,1,3,4,3,1,2,1,,,,,
105371,122401,2,1,1,2,1,4,2,3,1,6,3,5,3,1,1,3,2,3,1,1,4,,,,,
105372,122402,4,2,1,1,1,4,1,4,1,2,1,1,2,2,1,1,2,3,1,2,2,,,,,
105373,122403,3,1,1,2,1,2,2,5,5,7,5,2,3,1,1,1,1,2,3,1,2,,,,,
105374,122404,1,1,4,2,2,3,1,3,5,4,1,1,2,1,1,4,5,3,2,1,2,,,,,
105375,122405,4,1,4,1,1,3,1,5,5,6,1,2,2,1,1,3,1,1,2,2,1,,,,,
105376,122406,3,1,3,2,1,1,2,5,2,3,5,1,4,2,1,3,1,3,1,1,5,,,,,
105377,122407,1,4,2,1,2,1,1,5,3,7,1,1,4,1,1,2,2,1,2,3,4,,,,,
105378,122408,3,1,2,2,1,4,2,3,3,4,5,2,2,1,1,3,2,1,1,1,2,,,,,
105379,122409,1,1,1,1,1,3,2,3,2,4,3,1,4,1,1,1,1,1,4,1,2,,,,,
105380,122410,1,3,2,2,2,4,2,5,4,5,3,5,3,1,1,4,5,2,2,5,2,,,,,
105381,122411,3,4,1,2,3,3,2,4,2,4,5,2,4,1,1,1,2,1,2,1,2,,,,,
105382,122412,3,2,1,2,2,4,1,4,1,4,2,2,4,1,2,3,2,3,1,1,2,,,,,
105383,122413,3,1,1,2,1,3,1,1,2,1,5,4,3,1,1,3,2,1,4,3,2,,,,,
105384,122414,5,3,1,1,2,2,2,3,1,4,3,4,2,1,1,1,1,1,3,5,1,,,,,
105385,122415,3,2,2,2,1,1,1,1,5,4,3,2,3,1,1,2,2,3,3,1,1,,,,,
105386,122416,4,1,1,2,2,3,1,4,3,4,5,5,4,1,2,3,1,2,1,4,4,,,,,
105387,122417,4,4,4,2,2,4,1,5,5,3,4,1,4,2,2,4,5,1,3,1,1,,,,,
105388,122418,3,1,4,1,3,4,2,4,3,5,2,2,3,2,2,1,1,2,1,1,1,,,,,
105389,122419,5,3,2,1,1,2,1,3,2,4,2,4,4,1,1,4,1,3,1,2,1,,,,,
105390,122420,5,4,3,1,2,3,1,4,3,3,2,1,3,2,2,1,4,1,4,5,2,,,,,
105391,122421,4,2,4,2,2,3,2,5,4,4,2,2,4,1,2,3,2,3,1,3,4,,,,,
105392,122422,1,3,3,1,2,3,2,1,2,5,4,3,3,2,2,3,4,3,2,5,2,,,,,
105393,122423,3,3,4,2,1,4,1,4,1,4,5,5,3,1,2,4,2,1,1,2,1,,,,,
105394,122424,1,1,2,2,1,3,2,3,5,3,3,5,2,2,1,5,1,1,3,1,2,,,,,
105395,122425,5,1,1,2,1,2,2,2,3,1,5,5,2,1,1,1,1,3,3,5,2,,,,,
105396,122426,3,2,5,1,1,4,2,2,3,6,1,1,2,1,1,1,2,2,4,3,1,,,,,
105397,122427,2,4,1,1,2,2,1,4,2,1,1,2,2,2,2,1,2,3,4,1,1,,,,,
105398,122428,3,2,1,1,3,1,2,5,3,6,4,1,2,2,2,3,1,1,4,5,3,,,,,
105399,122429,3,3,3,2,2,3,2,1,2,2,5,5,4,2,2,3,1,1,2,1,3,,,,,
105400,122430,1,4,2,2,2,4,2,4,5,4,4,1,3,2,2,1,2,3,2,2,1,,,,,
105401,122431,1,4,1,1,1,3,1,4,5,4,3,2,1,1,1,1,1,1,1,3,2,,,,,
105402,122432,5,4,2,1,2,1,1,4,2,6,5,5,2,2,2,4,1,1,1,1,1,,,,,
105403,122433,1,3,4,2,1,1,2,4,2,5,1,2,4,2,2,3,2,1,1,3,2,,,,,
105404,122434,1,1,4,1,2,4,1,5,5,3,4,5,3,2,2,1,1,3,4,3,1,,,,,
105405,122435,2,3,1,1,1,1,1,1,5,2,3,2,2,1,2,1,5,3,1,2,2,,,,,
105406,122436,1,4,2,1,1,3,2,3,2,6,2,1,1,1,2,3,4,1,1,4,1,,,,,
105407,122437,2,3,3,2,1,4,2,4,3,5,1,2,3,1,1,3,1,2,2,5,2,,,,,
105408,122438,1,4,4,1,1,3,2,4,3,2,5,2,1,1,2,3,5,1,2,3,3,,,,,
105409,122439,2,2,2,2,1,4,1,4,3,5,2,1,4,2,1,3,5,3,1,3,2,,,,,
105410,122440,1,3,1,1,2,2,2,4,4,2,4,5,1,1,1,5,1,1,1,1,2,,,,,
